TOWNCODE,COUNTYNAME,TOWNNAME,centroid_lat,centroid_lon,daily_solar_radiation,relative_humidity,air_temperature,earth_temperature,earth_temperature_amplitude,wind_speed,atmospheric_pressure,heating_degree_days,cooling_degree_days,heating_design_temperature,cooling_design_temperature,frost_days
10005060,苗栗縣,後龍鎮,24.61723483449809,120.7789937301157,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005070,苗栗縣,卓蘭鎮,24.32538281134219,120.85604848558553,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005080,苗栗縣,大湖鄉,24.393793028622678,120.86314858200029,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005090,苗栗縣,公館鄉,24.50260293593494,120.85059545744853,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005100,苗栗縣,銅鑼鄉,24.456023689505056,120.79920841710201,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005110,苗栗縣,南庄鄉,24.566202752843264,121.01749106235968,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10005120,苗栗縣,頭屋鄉,24.573566684427664,120.88266990251151,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005130,苗栗縣,三義鄉,24.380924658052777,120.77019838023213,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005140,苗栗縣,西湖鄉,24.54163449274859,120.76141742946909,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005150,苗栗縣,造橋鄉,24.62491894097202,120.86956311773426,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005160,苗栗縣,三灣鄉,24.63609053426346,120.95257123903852,4.257017617124576,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10005170,苗栗縣,獅潭鄉,24.51991054231905,120.92069388998117,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005180,苗栗縣,泰安鄉,24.419277290916806,121.06831706808514,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10007010,彰化縣,彰化市,24.075423148880596,120.5693960907837,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007020,彰化縣,鹿港鎮,24.084131045482053,120.4263995199118,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007030,彰化縣,和美鎮,24.11386686986838,120.51121130473672,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007040,彰化縣,線西鄉,24.137707924987946,120.44194819492512,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007050,彰化縣,伸港鄉,24.170627227635347,120.47396831773023,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007060,彰化縣,福興鄉,24.033048099787408,120.42277794258098,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007070,彰化縣,秀水鄉,24.032579917067416,120.50411501594283,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007080,彰化縣,花壇鄉,24.030158789359124,120.55976076820228,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007090,彰化縣,芬園鄉,24.006365476949863,120.62945387686769,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007100,彰化縣,員林市,23.956599634871257,120.59309667716494,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007110,彰化縣,溪湖鎮,23.951799548152835,120.48318966690087,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007120,彰化縣,田中鎮,23.85733940309403,120.59035929340874,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007130,彰化縣,大村鄉,23.992182124501415,120.55868863670985,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007140,彰化縣,埔鹽鄉,23.992123011838792,120.45944513581507,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007150,彰化縣,埔心鄉,23.95286932758163,120.534276126944,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007160,彰化縣,永靖鄉,23.92149147648807,120.5416050537025,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007170,彰化縣,社頭鄉,23.905456403225326,120.60220960191673,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007180,彰化縣,二水鄉,23.80931619553326,120.62860815509401,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007190,彰化縣,北斗鎮,23.867668563823667,120.53316883454134,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007200,彰化縣,二林鎮,23.916298310602247,120.40422464130893,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007210,彰化縣,田尾鄉,23.90065429746449,120.52233146336548,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007220,彰化縣,埤頭鄉,23.882434754261904,120.46756518825313,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007230,彰化縣,芳苑鄉,23.957948940266455,120.34083711180061,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007240,彰化縣,大城鄉,23.859435888421142,120.29524573500724,4.463474029833198,83.70807220715507,24.00198639925835,24.830608089043974,10.356153846153846,6.789364173965117,101.31259449981863,54.244615384615415,2136.8499999999995,13.65025641025641,30.30461538461538,0.0
10007250,彰化縣,竹塘鄉,23.85067969349714,120.41365668702184,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10007260,彰化縣,溪州鄉,23.827339660492935,120.52249494005687,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008010,南投縣,南投市,23.921799945143018,120.67881731385621,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008020,南投縣,埔里鎮,23.979008747715298,120.96257004118105,4.463474029833198,84.18912135293407,17.50053705079261,17.825309989808083,11.09,1.603654234828724,86.98876171063011,765.886153846154,473.96230769230755,1.5933333333333333,29.207948717948717,48.92307692307692
10008030,南投縣,草屯鎮,23.98336274927125,120.73210457206658,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008040,南投縣,竹山鎮,23.698185247445146,120.7101043515116,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10008050,南投縣,集集鎮,23.837086865706116,120.78528837863679,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008060,南投縣,名間鄉,23.851171653570354,120.67745441248266,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008070,南投縣,鹿谷鄉,23.73788129525068,120.78153074664478,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10008080,南投縣,中寮鄉,23.906050757289595,120.78602053055258,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008090,南投縣,魚池鄉,23.876087059239804,120.9257254583307,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008100,南投縣,國姓鄉,24.03132898701881,120.86754764466752,4.257017617124576,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008110,南投縣,水里鄉,23.796270013073382,120.86227369747668,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10008120,南投縣,信義鄉,23.655609806014706,121.02135184438023,4.005329803119323,83.22153562853046,19.693618545837726,20.672668175301006,9.667692307692308,2.2322909130692645,90.06225527014342,375.0646153846155,884.1246153846153,6.467692307692308,30.74692307692308,0.0
10008130,南投縣,仁愛鄉,24.02870417670372,121.14445314866585,3.8999777545063616,84.18912135293407,17.50053705079261,17.825309989808083,11.09,1.603654234828724,86.98876171063011,765.886153846154,473.96230769230755,1.5933333333333333,29.207948717948717,48.92307692307692
10009010,雲林縣,斗六市,23.706607873709945,120.56008896630853,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009020,雲林縣,斗南鎮,23.670765577305815,120.4826326575661,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009030,雲林縣,虎尾鎮,23.71670703876684,120.42931035447933,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009040,雲林縣,西螺鎮,23.779517874057102,120.45808088870571,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10009050,雲林縣,土庫鎮,23.69120081242489,120.36472449153727,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009060,雲林縣,北港鎮,23.592285480143104,120.29401202054316,4.463474029833198,81.57996456436743,24.642215757743266,25.404434503964485,9.24076923076923,5.528968946316803,101.28131926618184,10.961538461538472,2327.39,14.409230769230769,31.553333333333335,0.0
10009070,雲林縣,古坑鄉,23.625567363167818,120.6117113402338,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009080,雲林縣,大埤鄉,23.64568277720423,120.42555961969147,4.463474029833198,77.54203093852027,21.60661863220992,21.985522338728718,9.996153846153847,2.34536138702229,93.75751354028111,147.80769230769235,1355.5076923076922,6.805384615384615,32.85410256410257,2.3846153846153846
10009090,雲林縣,莿桐鄉,23.76982549886541,120.52903831967727,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10009100,雲林縣,林內鄉,23.75586537063225,120.61549215687081,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10009110,雲林縣,二崙鄉,23.792645718447357,120.39645933443397,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10009120,雲林縣,崙背鄉,23.778588584170638,120.33397079587412,4.463474029833198,76.61939125452734,23.393695405575038,23.621354235404542,11.30846153846154,3.1526397473325387,97.98681640726217,66.48538461538463,1926.8984615384613,9.412307692307692,34.246153846153845,0.0
10009130,雲林縣,麥寮鄉,23.79139492623123,120.23799820332582,4.463474029833198,83.70807220715507,24.00198639925835,24.830608089043974,10.356153846153846,6.789364173965117,101.31259449981863,54.244615384615415,2136.8499999999995,13.65025641025641,30.30461538461538,0.0
10009140,雲林縣,東勢鄉,23.696220422180215,120.25641648725166,4.463474029833198,81.57996456436743,24.642215757743266,25.404434503964485,9.24076923076923,5.528968946316803,101.28131926618184,10.961538461538472,2327.39,14.409230769230769,31.553333333333335,0.0
10009150,雲林縣,褒忠鄉,23.716221425410826,120.31161482868505,4.463474029833198,81.57996456436743,24.642215757743266,25.404434503964485,9.24076923076923,5.528968946316803,101.28131926618184,10.961538461538472,2327.39,14.409230769230769,31.553333333333335,0.0
