TOWNCODE,COUNTYNAME,TOWNNAME,地面型_1瓩以上_加成後FIT（元/度）,屋頂型_100瓩以上不及500瓩_加成後FIT（元/度）,屋頂型_10瓩以上不及20瓩_加成後FIT（元/度）,屋頂型_1瓩以上不及10瓩_加成後FIT（元/度）,屋頂型_20瓩以上不及50瓩_加成後FIT（元/度）,屋頂型_500瓩以上_加成後FIT（元/度）,屋頂型_50瓩以上不及100瓩_加成後FIT（元/度）,水面型_1瓩以上_加成後FIT（元/度）
10005120,苗栗縣,頭屋鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005130,苗栗縣,三義鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005140,苗栗縣,西湖鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005150,苗栗縣,造橋鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005160,苗栗縣,三灣鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005170,苗栗縣,獅潭鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10005180,苗栗縣,泰安鄉,4.262261111111111,4.456933333333333,6.307794444444444,6.387538888888888,4.901122222222223,4.385611111111111,4.825744444444444,4.7020333333333335
10007010,彰化縣,彰化市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007020,彰化縣,鹿港鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007030,彰化縣,和美鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007040,彰化縣,線西鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007050,彰化縣,伸港鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007060,彰化縣,福興鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007070,彰化縣,秀水鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007080,彰化縣,花壇鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007090,彰化縣,芬園鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007100,彰化縣,員林市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007110,彰化縣,溪湖鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007120,彰化縣,田中鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007130,彰化縣,大村鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007140,彰化縣,埔鹽鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007150,彰化縣,埔心鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007160,彰化縣,永靖鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007170,彰化縣,社頭鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007180,彰化縣,二水鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007190,彰化縣,北斗鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007200,彰化縣,二林鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007210,彰化縣,田尾鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007220,彰化縣,埤頭鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007230,彰化縣,芳苑鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007240,彰化縣,大城鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007250,彰化縣,竹塘鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10007260,彰化縣,溪州鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008010,南投縣,南投市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008020,南投縣,埔里鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008030,南投縣,草屯鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008040,南投縣,竹山鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008050,南投縣,集集鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008060,南投縣,名間鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008070,南投縣,鹿谷鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008080,南投縣,中寮鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008090,南投縣,魚池鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008100,南投縣,國姓鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008110,南投縣,水里鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008120,南投縣,信義鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10008130,南投縣,仁愛鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009010,雲林縣,斗六市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009020,雲林縣,斗南鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009030,雲林縣,虎尾鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009040,雲林縣,西螺鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009050,雲林縣,土庫鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009060,雲林縣,北港鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009070,雲林縣,古坑鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009080,雲林縣,大埤鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009090,雲林縣,莿桐鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009100,雲林縣,林內鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009110,雲林縣,二崙鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009120,雲林縣,崙背鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009130,雲林縣,麥寮鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009140,雲林縣,東勢鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009150,雲林縣,褒忠鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009160,雲林縣,臺西鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009170,雲林縣,元長鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009180,雲林縣,四湖鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009190,雲林縣,口湖鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10009200,雲林縣,水林鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010010,嘉義縣,太保市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010020,嘉義縣,朴子市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010030,嘉義縣,布袋鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010040,嘉義縣,大林鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010050,嘉義縣,民雄鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010060,嘉義縣,溪口鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010070,嘉義縣,新港鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010080,嘉義縣,六腳鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010090,嘉義縣,東石鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010100,嘉義縣,義竹鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010110,嘉義縣,鹿草鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010120,嘉義縣,水上鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010130,嘉義縣,中埔鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010140,嘉義縣,竹崎鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010150,嘉義縣,梅山鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010160,嘉義縣,番路鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010170,嘉義縣,大埔鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10010180,嘉義縣,阿里山鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013010,屏東縣,屏東市,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013020,屏東縣,潮州鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013030,屏東縣,東港鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013040,屏東縣,恆春鎮,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013050,屏東縣,萬丹鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013060,屏東縣,長治鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013070,屏東縣,麟洛鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013080,屏東縣,九如鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013090,屏東縣,里港鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013100,屏東縣,鹽埔鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013110,屏東縣,高樹鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013120,屏東縣,萬巒鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013130,屏東縣,內埔鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013140,屏東縣,竹田鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013150,屏東縣,新埤鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013160,屏東縣,枋寮鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013170,屏東縣,新園鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013180,屏東縣,崁頂鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013190,屏東縣,林邊鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013200,屏東縣,南州鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013210,屏東縣,佳冬鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013220,屏東縣,琉球鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013230,屏東縣,車城鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013240,屏東縣,滿州鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013250,屏東縣,枋山鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013260,屏東縣,三地門鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013270,屏東縣,霧臺鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013280,屏東縣,瑪家鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013290,屏東縣,泰武鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013300,屏東縣,來義鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013310,屏東縣,春日鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013320,屏東縣,獅子鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10013330,屏東縣,牡丹鄉,3.823833333333333,3.998338888888889,5.650155555555555,5.7195,4.3917111111111105,3.932866666666667,4.3261666666666665,4.217672222222222
10014010,臺東縣,臺東市,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
10014020,臺東縣,成功鎮,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
10014030,臺東縣,關山鎮,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
10014040,臺東縣,卑南鄉,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
10014050,臺東縣,鹿野鄉,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
10014060,臺東縣,池上鄉,4.057655555555555,4.242916666666667,6.000911111111112,6.075783333333334,4.663377777777778,4.174333333333333,4.592605555555555,4.476
